composition energy_pa bandgap
CsClO2 -3.83415399625 2.408
Fe3N -8.38769826375 0.0
SiPt -6.41098918125 0.0
ScAlCO -7.76017379 0.434
Hg2GeSe4 -2.97753210286 0.568
CsZn4P3 -3.0760205225 0.21
Li2CuP -3.79999296 0.0
TbH2Br -4.34042438625 1.745
NaPN2 -6.48120071375 4.865
UAs2Pd -7.09910648875 0.0
KZn4P3 -3.10454634625 0.663
FeCuO2 -5.68539943125 1.056
DyCuSeO -5.87386666875 1.775
NdSi2Ni -6.11711032 0.0
MoAs -7.981544455 0.0
BN -8.64816176125 1.678
Al3Ni5 -5.45759582625 0.0
ZrIr -9.55837740125 0.0
Nb2AsC -9.139123435 0.0
CeCuSb2 -4.8679983225 0.0
LiInO2 -5.3503703 2.184
BaAs2Pd -4.9228768225 0.0
TbCl3 -4.7818540775 4.359
LiErO2 -7.063528985 4.587
AsRh -6.45217745875 0.0
LaF3 -6.77237616875 6.277
Na2CdSn -2.103601405 0.0
Rh3W -8.97171657125 0.0
EuCuSeO -4.6950292975 0.0
ZnGaNO -5.2897427775 0.532
Zn3Ru -3.39012341875 0.0
AlTlSe2 -4.0165221925 0.725
CsAgBr2 -2.8299617925 2.164
Ti3Pd5 -6.74781917 0.0
EuC2 -6.871738405 1.821
AgN3 -6.3042116225 1.698
LaFe5H2 -6.694198005 0.0
Zn2CuAu -2.5357943875 0.0
EuIn2Pd -3.85772007375 0.0
YGe2 -5.764312795 0.0
HfAl3 -5.6944410425 0.0
KCd4P3 -2.8148315375 0.0
TmCuAs2 -5.1672668575 0.0
KTe -2.96399921 0.782
UB2C -8.87242293625 0.0
BaCu -2.88845923375 0.0
BePd3 -5.2094183175 0.0
BMo -9.26349871875 0.0
HoCuAs2 -5.21568378 0.0
CsN3 -6.6053774475 4.257
AgCNO -6.55698351875 3.093
Na2HgPb -1.82855423 0.0
LaSi -5.9318876425 0.0
BaMg4Ge3 -3.15065672375 0.0
LaAlSi2 -5.40188231375 0.0
CuAgO2 -4.09923579 0.0
KCoO2 -5.239439425 0.993
FeWN2 -9.6943226525 0.0
K2AgP -2.95957195625 1.304
BaCuTeF -4.58251012375 1.104
NdCuSO -6.0567978625 2.3
CuCClO -5.17441547875 2.684
KCuO2 -4.33917570625 1.347
HfSn -7.25557586625 0.0
BaSb2Pd -4.644029135 0.0
Fe3Pt -7.8226950525 0.0
Si -5.3556742625 0.326
MoIr3 -9.68603674 0.0
NaZn4As3 -2.80591252 0.225
CeSi -5.81952914625 0.0
BaCdSbF -4.00347831375 0.364
Ti3Sn -7.12183804125 0.0
CeZnSbO -5.414936625 0.0
Ba3N -3.82597574125 0.0
NdSi2Ru -7.0363150825 0.0
Mo3Ir -10.4340597138 0.0
YbPt -4.845947665 0.0
Cu3Sn -3.7896774325 0.0
YAgO2 -7.06284260875 2.55
GaTe -3.44370483875 0.311
LiTiO2 -7.49744902875 0.0
YbAgS2 -4.1734747475 0.0
CeNiAsO -5.825003625 0.0
CaP3 -5.184089495 0.0
V3Ga -7.63790622 0.0
Ni3Mo -6.9829719525 0.0
BaCuSn2 -3.8562922775 0.0
TiI3 -3.86140874375 0.0
AgI -2.38676331375 1.449
ErCuAs2 -5.20247451125 0.0
Ti3In3Rh2 -6.21362259625 0.0
CeMnSi2 -6.7417046675 0.0
GaCuSe2 -3.91516211125 0.25
CeCoSi2 -6.3932900475 0.0
Cr3Rh -8.8899319275 0.0
KNbSe2 -5.53425333875 0.816
Cs2Se -2.73438085333 1.981
DyCuAs2 -5.23045329625 0.0
NaCd4As3 -2.5771819125 0.0
LaGa6Pd -4.06746049375 0.0
Gd2CBr -6.00981189875 0.0
HoSi2Ni -6.08117374375 0.0
DySi -5.84493789125 0.0
KCu4Se3 -3.6723854225 0.0
TmCd3 -2.0532079725 0.0
ThCuPO -6.82102343375 0.0
ReB3 -7.3613025475 0.0
RuCl3 -4.2069384675 0.0
YBC -7.49601550667 0.0
Ce2Bi -5.23322529667 0.0
RbClO2 -3.84982009625 2.429
KFeSe2 -4.7552408625 0.0
TlCu4Se3 -3.6457112375 0.0
FeCu2SnS4 -4.86752030875 0.0
CeAl3 -4.44234780875 0.0
TlPd3 -4.69256773875 0.0
RbCd4As3 -2.56850790625 0.0
NaGdO2 -6.733277585 4.132
TbCuAs2 -5.2445611125 0.0
RuCl3 -4.208529215 0.0
SrZnBi2 -3.20070194625 0.0
GaHO2 -5.611019115 3.6
KCd4As3 -2.5898626925 0.0
YCuAs2 -5.69728118125 0.0
TiFeH2 -5.93609427875 0.0
HfSe3 -6.11124775125 0.268
Li3P -3.47594306375 0.761
Ti2SnC -7.890221915 0.0
LiAsS2 -4.31359683625 1.128
ScAuO2 -7.08898677875 2.089
LaCoPO -6.87239008375 0.0
Ti3Hg -6.0041465425 0.0
Ti3Pd -7.46934739625 0.0
AlV2C -8.21054893125 0.0
Si -5.266686965 0.0
V3Ge -8.19970342625 0.0
MoC -9.90871464125 0.0
K2CdPb -1.8895378675 0.0
ScAl2Ni -5.50539812375 0.0
PtPbF6 -4.35276886875 1.802
Cu3Ge -3.869759205 0.0
ErSnPt2 -6.18726925 0.0
NdAgAs2 -4.99678010125 0.0
UBiSb -6.60394568167 0.0
Lu2Cr2C3 -8.30673765286 0.0
Ni3Se4 -4.66234954286 0.0
V2CoS4 -6.73013151857 0.0
RbCuO2 -4.28478324125 1.354
PuF3 -8.57020485125 0.0
CsAgC2 -5.17871474375 2.686
Hf2CS -9.65797951625 0.0
GaCuTe2 -3.5444320825 0.4
SiPd -5.83968949875 0.0
V2CoSe4 -6.12995577429 0.0
Cu2HgGeS4 -3.89811936625 0.236
FeWN2 -9.69449877625 0.0
CoP -6.8392765725 0.0
SrCuSn2 -3.77478990375 0.0
CaFeO2 -6.61495700875 1.081
LiFeO2 -6.1558229875 1.04
ScCoC2 -8.2942353675 0.0
LaSi -5.91845749375 0.0
BaNi2Ge -4.807351415 0.0
AlMo3 -9.30780915 0.0
WO3 -9.0750767 0.755
InPd3 -5.02883128 0.0
CrB -8.6200426075 0.0
ScSiPt2 -7.11464401125 0.0
NaNdO2 -6.64003613625 3.724
Ca3Zn -1.9340440925 0.0
TbCd3 -2.12761348 0.0
P3N5 -7.43264347 2.836
SmBi2BrO4 -6.244859685 1.412
Te2AuI -2.8660225925 0.0
Na2BiAu -2.865534185 0.458
Cu2HgGeSe4 -3.53846162625 0.0
CsYbS2 -3.935347585 0.0
KTl -1.8147822675 0.0
Ta2AlC -9.698839285 0.0
PrZnSbO -5.42702000625 0.0
BaAg2SnS4 -4.27872062375 0.607
CsSbO2 -5.22969428875 2.54
NdCoSi2 -6.43139538625 0.0
K2PdCl4 -3.47068518429 1.481
H4CSIN2 -4.98969518806 2.786
LiCu2P2 -4.342070984 0.0
Cs2NaBiCl6 -3.420252241 3.869
SnSO4 -5.96530413 3.718
BaCeO3 -6.818511 0.0
BaTbO3 -6.966591055 0.0
BaPrO3 -6.8489490795 0.0
CsIOF4 -3.800328865 4.506
H4CN5Cl -6.075522865 3.359
Be2TlF5 -5.21607229219 4.45
Ba2Cr7O14 -7.41970989522 0.0
BaFe2O4 -6.62794778 1.269
H4N2O3 -5.46218905222 3.187
KLiBeF4 -5.04185289714 8.05
Zr2Ni7 -6.65005045833 0.0
CdCu2SiS4 -4.29539010562 1.293
CsMnBr3 -4.209387831 1.262
ThCN -9.25824787833 1.066
FeAgO2 -5.67086506125 1.052
Ga -2.988018924 0.0
PH9N2O4 -5.51242453063 5.825
CsBe2F5 -5.29841561781 8.491
CaPH4O5F -5.85666693583 6.09
LiCuP3O9 -6.54015043161 4.448
CaAs2H4O8 -5.69182749267 4.083
Mn2PClO4 -7.18263949969 3.441
Mn2PO4F -7.43751805937 3.284
SrAl4O7 -7.31530177042 4.201
RbIO3 -4.370490914 2.155
K2GeI6O18 -4.51569063185 2.92
K2SO4 -5.57188786143 6.187
SnI2 -2.83129238111 1.673
K2B4O7 -7.25161534712 5.621
ErCd3 -2.0357123325 0.0
YCd3 -2.5441339775 0.0
Cr23C6 -9.53153692517 0.0
In4Bi2S9 -4.21862897067 1.666
SnWO4 -7.93470693792 3.486
MnCu2SnS4 -5.03409124125 0.0
Mg2PClO4 -6.23364910688 5.67
KCuC2 -5.53657868875 2.158
BaSe3 -4.1342330725 1.075
Cu3PSe4 -3.9570587675 0.166
Cu3SbS4 -4.19899011375 0.0
ScAgO2 -7.042441635 2.302
NaNO3 -5.771016656 3.164
BiCl3 -3.3062650725 3.202
SmGaSb2 -4.63710313875 0.0
UH2O4 -7.08505063036 3.765
Ni3Sn -5.37612189625 0.0
SmZrF7 -6.34779184 5.503
K2FeO4 -5.18096578821 1.662
V2Zn2O7 -6.28872288318 2.324
Na4As2O7 -5.38964408462 3.67
Tl2CuS2O6 -5.04585848 0.0
AuSeBr -2.90786507833 0.57
Nd2TiO5 -8.55569588844 3.407
LiVO3 -6.6690866645 2.923
CoSiH12O6F6 -5.05117635 3.294
Bi2SeO2 -4.42579572 0.0
Cs2PbO3 -4.55809825917 1.789
YHO2 -7.55232078875 4.551
BaTi6O13 -8.609647494 2.492
FeCoBO4 -7.04087784571 1.14
SN -5.637518555 0.0
WF6 -5.93545614964 4.805
Na3AlF6 -4.925700794 8.235
TlCl2 -2.82107482 2.021
K2MgCl4 -3.50125245286 5.11
RbMgCl3 -3.5241940425 5.045
ZrPbF6 -6.01202131313 4.999
Cs2KMoF6 -5.044168333 2.07
KMnF3 -5.6035572365 0.853
CaFeF5 -5.44452036 1.499
Cs2KRhF6 -4.427021436 2.39
PtPbF6 -4.2579709175 1.66
FeCl2 -4.67478953667 0.0
PuCl3 -6.85600784125 0.0
UBr3 -5.33508803375 0.347
CsSnBr3 -3.190663362 0.517
CrI2 -4.46414265333 0.0
YCd3 -2.59621768875 0.0
UOF4 -6.32205488944 3.212
CeCoGeH -5.5751740825 0.0
CrClO -6.30828830833 1.62
Sr2CuCl2O2 -4.83297518 0.0
CdHgC4S4N4 -6.06628434214 2.368
CdIn2O4 -5.18479592571 1.275
SrPbO3 -5.770415834 1.194
Er2Cr2C3 -8.29656691143 0.0
MgSb2O4 -5.98609384071 2.17
TlSbO3 -5.522673209 1.999
CrAgO2 -6.368007315 1.761
CrGa2S4 -5.19365921286 0.0
Sr2In3Rh2 -4.22463045286 0.0
AlWO4 -8.52495403583 1.192
Tb2Cr2C3 -8.28102927 0.0
Fe2Mo3O8 -8.22450396269 1.45
ScTlS2 -5.60849786125 1.025
Sm2MoO6 -8.40814992806 1.836
YbFe2O4 -6.72755293714 0.677
CrCl3 -4.86276348375 1.614
MgCu2O3 -4.74952769667 0.0
Nd2CuO4 -7.08766081429 0.0
RbBe2BO3F2 -6.53240054778 7.265
YH3 -4.5696411825 0.0
Mg3BO3F3 -6.236157703 6.451
GeP3 -5.18771928 0.0
Pb2CCl2O3 -5.68510316125 3.413
RbYTe2 -4.82666296875 1.582
Ca2MgP2H4O10 -6.41473299579 6.301
Ni3P2O8 -6.30542241885 3.883
As2SO6 -5.95863114778 4.378
BaTeO3 -5.885688441 2.637
K3IO5 -4.36863222972 1.765
ScTe -5.89357041375 0.0
CuI2O6 -4.17902264889 0.0
ZnSiP2 -4.69046365125 1.437
Na3BeAlSi2O8 -6.714545486 4.941
CaTe -4.18573814625 1.694
RbAlSiO4 -7.03179466536 5.111
RhBr3 -3.4745261775 1.152
Yb2Be2Si2NiO10 -6.87177681118 0.0
Fe2SiO4 -7.32624460857 2.373
TbMn2 -7.38928466167 0.0
NdFeSi2 -6.63574718125 0.0
ScFeC2 -8.53241540125 0.0
KNaCuSi4O10 -6.80434924294 3.047
K3MoF6 -5.013873347 2.07
YNi -6.46098424125 0.0
NaCoF3 -4.84595178 0.0
PrCuSO -6.04337212 2.22
MoCl3O -5.372018666 1.01
SmAu3 -4.32355246875 0.0
NaGaO2 -5.409564325 3.299
DyAgTe2 -4.344655465 1.006
AlCr3B4 -7.8182353375 0.0
KZr2P3O12 -7.91946136472 4.826
Na2SO3 -5.24936609583 5.084
Si -4.9908913625 0.0
NaLi5N2 -3.5042184 3.005
Yb2SiO5 -6.82972852406 0.248
TeI -2.41471804625 0.858
Ba2TiSi2O8 -7.73624647962 3.841
FeSb2O4 -6.19782750929 1.108
GdSnPt2 -6.19030864875 0.0
PrAlSi2 -5.32148792125 0.0
S -4.08093291583 2.117
CuF2 -3.867431405 0.0
PuAl2Pd5 -6.72128570125 0.0
Fe3Sn -7.20634646375 0.0
K2NaAlF6 -4.942900961 8.551
Sb2I2F11 -3.942912824 0.0
Cs2KTiF6 -5.138519835 0.0
FeGe -6.569261485 0.0
AlPd -5.3734570975 0.0
Cs2TlFeF6 -4.658544115 0.0
Cs2KCoF6 -4.485432864 1.533
BaRhF6 -4.8825763475 0.0
ScCrC2 -8.913011415 0.0
YAuO2 -7.13272407625 2.926
Cs2VF6 -5.23764809278 0.0
PrAl -4.650087865 0.0
Li2RhF6 -4.53164152667 0.0
KPdF3 -4.158974646 0.0
HfCuGe2 -6.1355074325 0.0
UCl5 -4.994728405 1.945
LuSBr -5.43616365833 3.015
CdPdC6N6 -7.47108631143 4.11
V5O9 -7.66770160643 0.666
Rb2TiO3 -6.42024666542 3.848
NbCuTe2 -5.3493782825 0.0
V2PbO6 -6.931537535 1.821
PuGa3 -6.22079612875 0.0
TmAl2Ni -5.03566811625 0.0
Ba2CrO4 -6.74593492036 1.626
K3FeO3 -4.8729298 1.781
Na2Pd3O4 -5.03865032333 0.451
Na6ZnO4 -3.91923293955 1.898
AlH3O3 -5.82217386946 5.982
ZrSO -8.32338205 2.755
NdAl3B4O12 -7.907215035 5.6
PbCO3 -6.90633725 2.936
CuCO3 -6.073249204 0.0
TiCl3 -4.87931268875 0.0
Zr2CoP -8.3366205275 0.0
K2CaCuN6O12 -5.97379428227 0.0
CuCSN -6.19380606 2.135
Ba2CuTeO6 -5.6306338955 0.0
CeBr3 -4.3437283425 3.549
Na2AlSi3HO9 -6.87428041031 5.427
KAg2AsO4 -4.90190573875 0.403
Na2ZrSi4O11 -7.59612411944 5.202
GdRuC2 -8.2718951775 0.0
AgF2 -3.11061918 0.0
Si -5.26437333625 0.0
Mg3Au -2.1787235675 0.0
RbPrMo2O8 -7.93253895792 3.552
MgH2SO5 -5.76810174111 6.466
LaCuTeO -5.78495642625 1.437
KAlS2O8 -6.15613766583 6.15
KAg2PS4 -4.06435618875 1.291
Rb2In4O7 -5.16655547231 1.693
FeSe -5.92845615125 0.0
Ba2Tl2O5 -5.26125918833 0.487
Tl2SnO3 -5.05234711542 1.29
BaIn2Pt -3.998582825 0.0
KCuF3 -4.108922191 0.0
Rb2FeI4 -3.26240637643 0.243
SiIr -7.83024437625 0.0
Ta3As -10.3792197409 0.0
Na2UF6 -5.95545214056 0.951
Cu2SnHgS4 -3.826772535 0.0
P2Pb3O8 -6.58147903615 3.573
AgO -3.9371347925 0.0
SrB2Rh2 -6.470119885 0.0
Na3FeS3 -4.36464874786 0.0
AgSbPbS3 -4.13281631625 1.194
Si3Ir -6.193595355 0.0
Eu3As4 -4.56602138 0.591
Cd2As3I -3.08044348167 0.958
WO2 -9.51126769167 0.0
MgCuP -3.9916122275 0.0
KTh2V3O12 -7.8065883725 3.557
Eu2GeS4 -5.06243985214 2.506
LuGa2Pd -4.7243006425 0.0
LiMnO2 -6.58862537125 1.031
LiHSeO3 -5.12891066 4.459
SbCl3 -3.24618185312 3.397
CrWO4 -8.7000084825 0.56
BaUO4 -8.08454575458 3.254
CaHClO -5.1767180975 5.609
NbNi3 -6.99629782625 0.0
K3NdP2O8 -6.72257293 5.263
InAgS2 -3.8893818825 0.493
Na3As -2.5581860725 0.439
RbSO4F -5.04332118 2.637
S5N6 -5.71512727818 2.032
CaCr2O4 -7.52885847393 2.359
Cs2MgCl4 -3.47531391929 5.283
CsGaCl4 -3.396436115 4.568
Ca2SnO4 -6.45408622214 3.163
RbCrClO3 -5.50303800667 2.841
Hf2NiP -8.69664519375 0.0
Ti5O9 -8.84217589179 0.0
SrCuO2 -5.20455876375 0.0
Th3N4 -9.54513493286 1.669
YbSn2Pd -4.39610994125 0.0
CaAsH5O6 -5.52770940885 4.403
Mg3TeO6 -5.874091294 3.431
TmAgTe2 -4.28607162625 0.952
Ca2SiO4 -7.24320139107 4.592
CuI -2.77265248 1.407
Li3BO3 -6.12837158071 6.077
Si12Ni31 -6.01645459953 0.0
NaMnO2 -6.3132861525 1.243
CuBiPbS3 -4.33193218167 0.767
Cu2SnHgSe4 -3.48924609875 0.0
PCl3O -4.2306346975 4.545
EuAs3 -4.65009795 0.0
In6Se7 -3.56890044923 0.0
KPF6 -4.93113178125 7.654
U -11.1997410983 0.0
Zn2SiO4 -5.96378421786 3.148
Ce2CrN3 -8.29818827167 0.0
SiO2 -7.70175515167 5.844
TiO2 -8.788357205 1.794
GeO2 -6.43323386167 2.043
SnO2 -6.26461353167 1.329
Ni3Sn4 -4.91092087571 0.0
MnF2 -6.47961357667 1.09
FeF2 -5.81519798667 0.288
LuAu3 -4.302061765 0.0
CoF2 -5.23254175 0.0
KFeS2 -5.17105998 0.0
NiF2 -4.68800077167 0.594
ZnF2 -3.8958398 3.758
Ba3SrO4 -5.90648018 2.256
CoAs3 -5.56890729375 0.153
Si3Ir -6.20903487375 0.0
Fe3Pb4ClO8 -5.88325538875 0.566
MgPt -4.5304433325 0.0
Ti4Tl2O9 -7.83662095267 2.089
NaNO2 -5.7046487475 2.355
Cs2MoO4 -6.56914410179 4.604
ZnH4N2O8 -5.413953162 3.206
Sr2NiWO6 -7.276229308 3.025
CuBiSeO -4.409415495 0.787
CaZn3Se4 -3.3815486025 1.517
KVOF4 -5.36555596286 3.663
TaNi3 -7.499648145 0.0
NpCl4 -5.640011571 0.0
ZnCu2GeSe4 -3.77391192375 0.234
ThBr4 -4.525582226 3.14
SiO2 -7.82835961 6.018
B3Mo -8.0352210825 0.0
KHF2 -4.25107078375 8.318
Rb2MnCl6 -3.84843222778 1.131
TbAgTe2 -4.357659465 0.98
Cs2HgI4 -2.20729738286 1.933
GaSe -3.84468516875 0.896
Co3O4 -5.76240327786 0.0
TiCuNi2 -5.984710675 0.0
Cd2GeO4 -5.10546247571 1.38
Cs2RbBiF6 -4.347965877 4.745
GdCoSi2 -6.44105206125 0.0
Rb2NaBiF6 -4.410334813 5.18
Re3B -11.183401295 0.0
ZrTi2O -8.31339239625 0.0
Nb3Rh -9.65609110375 0.0
PrBr3 -4.3280231425 3.572
ZnGa2O4 -5.64045231071 2.808
TbVO4 -7.95205908 3.124
FeBiO3 -5.904449646 1.525
DyVO4 -7.94884613667 3.09
HoVO4 -7.94569074167 3.258
YbVO4 -6.85643664083 0.0
MoBr3 -4.47662319812 0.645
CrO2 -7.35252427667 0.0
RbSbO2 -5.25775017 2.256
Na2LiBe2F7 -5.0644840125 8.437
InHO2 -5.390698785 2.259
CuH4O2F2 -4.40915867889 0.0
BaZrN2 -8.0269016225 1.195
AgCNO -5.9594629675 2.073
FeH8Cl2O4 -4.79936698633 3.827
Eu2VO4 -7.20926072286 0.0
MgCd3 -1.132249795 0.0
LiIO3 -4.564750173 3.244
Na2MgC2O6 -6.60235892636 4.811
Na3SO4F -5.02169531222 5.482
KNbO3 -7.634960822 1.631
LiTaO3 -8.412904303 4.165
BH2CO -5.74548365 3.684
Sr3Al2Sn2 -3.44955186429 0.0
Ba3Al2Sn2 -3.5579493 0.0
TlSbF6 -4.46491616625 3.343
NaCdAs -2.65049396333 0.226
TlCdSb -2.5277326875 0.0
PrAu -4.81479766375 0.0
RbZn4As3 -2.79530545625 0.0
Rb3Au3Cl8 -2.99462251179 0.736
Cs3SiF7 -4.86613257818 6.822
LiUN2 -8.67229757125 0.0
Rb3SiF7 -4.89139706909 7.078
Rb3TiF7 -5.16390323773 2.9
AuCClO -5.2550721825 2.651
Cs3NiF7 -4.09092251045 0.491
GeSe -4.27531926375 0.899
Rb3NiF7 -4.11313996091 0.648
NaAg3O2 -3.75697494583 0.692
Dy6Fe16O -5.35997208522 0.0
SmSI -5.26810309 2.616
Y6Fe16O -5.85091726565 0.0
AlPO4 -7.40545087944 6.319
ZrCuGe2 -5.864150315 0.0
AlPO4 -7.44111023278 5.974
Ti3As -7.504968985 0.0
UCuPO -7.1410439275 0.0
KAsF6 -4.48766168 5.122
Te2H2O3F4 1.41972447455 0.0
Ca2Mg5Si8H2O24 -7.1391174961 5.463
TbAl2Ni -5.05893961625 0.0
Ta2GaC -9.508301785 0.0
LiAlSi2O6 -7.3762439955 6.175
LiFeSi2O6 -7.2056354615 2.593
NaCrSi2O6 -7.3783676825 3.134
NaFeSi2O6 -7.134901473 2.654
CaMgSi2O6 -7.3242227205 5.609
HfI3 -4.50804427375 0.0
K3CrO8 -5.166972495 2.063
Li3H3N2 -4.54221011625 2.198
K2MnCl6 -3.85768014111 1.108
TiBr3 -4.3653214325 0.0
PNF2 -5.9840544075 6.315
LiAl -2.91998523375 0.0
Mg2SiO4 -6.86425814393 5.247
Rb2CoF6 -4.39333953444 1.212
Hf2CoP -9.03481833875 0.0
RbMnBr3 -4.189274585 0.997
MoO3 -8.23383738875 1.972
Cs2KCrF6 -5.092113132 2.447
Rb2NaCrF6 -5.127343719 2.501
Ga3Ni5 -5.0004611425 0.0
CsMoO2F3 -6.24272095786 3.454
Nb2Cd2O7 -7.15368955045 2.03
CdCu2GeSe4 -3.7127616375 0.232
Ta2Cd2O7 -7.70514182909 2.337
Nb2GaC -8.63017948125 0.0
YbCuAs2 -4.25973761125 0.0
Ba3W2O9 -8.05293575393 3.4
AuBr -2.5703055525 1.716
ZrCoF6 -6.2667043375 1.573
TbMg3 -2.3983065925 0.0
CoP2W -8.23922517375 0.0
YbPd -4.189871 0.0
LuCd3 -2.04195481625 0.0
CeSiNO2 -7.97986105133 2.635
TlN3 -6.4960603275 1.634
ScCuO2 -7.0492713675 2.921
SrNi2Ge -4.78797731 0.0
IrBr3 -3.72074162625 1.447
Pb3O4 -5.41258259464 1.227
ScCd3 -2.48639941 0.0
InAu3 -3.2575040475 0.0
YAl2Ni -5.53275251625 0.0
PrSi2Ni -6.1072543125 0.0
KNbS2 -6.033037225 0.962
Co3Mo -8.091436505 0.0
ZrTe3 -5.188483585 0.0
GdZnPO -5.94637830625 1.424
Nb2AlC -8.79957720375 0.0
B10H13 -4.88661789011 3.313
ZrNi2Sb -6.51960646625 0.0
HfAu3 -5.41834394375 0.0
NaZnMoHO5 -6.30647765056 2.786
Kr 0.08753524 7.535
PrGaCo2 -5.65755008125 0.0
USbAs -7.19216494667 0.0
RbTe -2.873125435 0.962
TiFeO3 -8.049070976 1.549
PaAs2 -7.197868875 0.0
SrN -5.52869364125 0.0
Pa3As4 -7.76481749214 0.0
Ho6Fe16O -5.36159526913 0.0
TiB -8.03971777 0.0
CaTiSiO5 -7.97868038062 3.046
CrGe -7.05218929 0.0
PrAl5Ni2 -4.92305798125 0.0
CaTiSiO5 -7.979839095 3.04
SmF3 -6.61698393062 8.672
HoF3 -6.6091454575 8.837
ZrSi -7.92010504 0.0
YPt -7.52045668375 0.0
Mg3P2O8 -6.83628584538 5.711
ZrMo3 -10.0480661013 0.0
TiSi -7.12181389625 0.0
Co3P2O8 -6.79153573654 2.532
HoAl2Ni -5.0558821175 0.0
TiO2 -8.80980226833 1.955
Zr2NiP -8.01251467 0.0
MgO -5.971089105 5.3
MnO -7.75992248 0.569
CoO -5.627781015 0.0
AcBr3 -4.3476720925 4.142
NiO -4.991869375 2.646
FeCu2SnS4 -4.8701613775 0.0
TeF4 -4.0749419855 4.488
CsBeF3 -5.081981498 8.234
CoCu2SnS4 -4.6903135625 0.0
KBF4 -5.4312188225 9.816
TlInSe2 -3.54420519 0.794
Li3UO4 -6.8425575825 3.208
Na2ZrF6 -5.70169597167 6.155
CaIn2Cu -3.11608590125 0.0
U2F9 -6.99705662864 0.0
USb2Au -5.97968191625 0.0
KNaThF6 -5.82291398556 6.876
TlF -3.75591677 1.728
KH4F5 -3.755764554 4.343
SbClF8 -3.553558094 3.055
K2Be2PbF8 -5.05499335308 5.697
LiInTe2 -3.3635314725 1.654
NaAgF4 -3.49909014 1.206
TbCl2F -5.4344538125 5.111
KAgF4 -3.49989895167 1.681
GdPt -6.6083364325 0.0
NaAuF4 -3.5987269025 1.853
KAuF4 -3.62115743333 2.231
ScNiC2 -7.871246295 0.0
RbAuF4 -3.592583745 2.441
LiAuF4 -3.66957391667 1.65
KSbO2 -5.31294948 2.081
MnAlF5 -6.07095139286 2.419
BaCdBi2 -3.2609185375 0.0
LiYbF4 -4.70285076667 9.776
RbTh3F13 -6.53407319882 5.956
CeSi2Rh -6.63675742625 0.0
SbAsF8 -4.4175449925 3.2
Rb3Sb2Au3 -3.0834000675 1.336
K2AlF5 -5.12264205 7.154
Na3Li3Al2F12 -5.07090794587 8.523
W3O -10.1120489163 0.0
K3Zn2F7 -4.08960382083 4.559
BaAg -2.65384846125 0.0
Sr2CuF6 -5.04545287167 1.081
SrCuF4 -4.74095561083 0.0
DyAu3 -4.32235194125 0.0
SrCrF4 -6.13168385417 1.726
PI3 -2.5483650525 2.263
BaCuF4 -4.76495037 0.0
YSi3Ni -6.351939427 0.0
Mg3Pd -2.8690673525 0.0
LaCrO3 -8.199197256 2.062
V2C -9.48140799667 0.0
SmMnSi2 -6.77820787625 0.0
FeCu2SiSe4 -4.64591585125 0.0
Sc2Co3Si -7.17548201333 0.0
Nb4CoP -9.251698205 0.0
LuAl2Ni -5.0493873575 0.0
Ge2W -7.33448482667 0.0
InCuTe2 -3.46195393625 0.235
NdCrO3 -8.118626469 2.33
Zr2SnC -8.36468752 0.0
GdCrO3 -8.163309361 2.379
LaAl4Co -5.023416835 0.0
Li3GaB2O6 -6.54242816625 4.738
GdInPt2 -5.83489568375 0.0
LiTl -2.193082165 0.0
Al2CuIr -5.6843018625 0.0
DyCl3 -4.78078865625 3.751
RbCuC2 -5.5035954725 2.081
PbO -5.41652789125 2.109
SmGa2Co -5.0012653775 0.0
YCuO2 -7.08180245 3.121
TbCd3 -2.12691781625 0.0
GdAu3 -4.32775619 0.0
V3Ni -8.258398245 0.0
BaIn2Rh -4.133251295 0.0
Ti2TlC -7.32924500375 0.0
FeCN2 -8.30892078625 0.0
LiYbO2 -5.42701409875 0.0
CdGeAs2 -3.8052820025 0.338
P -5.26011025875 2.851
PRu -7.862317785 0.0
CeAl -4.63962679 0.0
InAgO2 -4.91864642875 0.432
DyInPt2 -5.83106580125 0.0
BaNiF6 -4.72731985375 1.269
LiAsSe2 -3.9316792925 0.563
Li2GePbS4 -4.39562411375 2.405
GaF3 -4.71825607625 5.52
FeAgS2 -5.011058445 0.0
NbSnS2 -6.4543719275 0.0
GaSe -3.84460179625 0.968
CeFeSi2 -6.52819642125 0.0
CoSi2Se4 -4.64820527857 0.0
Sc3OsC4 -8.82428886625 0.0
EuBi2IO4 -5.48582700875 0.0
CsTe -2.8650733975 1.017
TlCuSe2 -3.50479379875 0.0
CeCuGe2 -5.02259553125 0.0
ZrCuGeAs -5.98073243375 0.0
Cu3N -4.2437210475 0.0
LaSi2Rh -6.70577595 0.0
Nb2SnC -8.77294457 0.0
InHO2 -5.3822316 2.262
EuCuSn2 -3.911852095 0.0
Ni3C -6.42056927625 0.0
SrNiGe2 -4.6510341375 0.0
ErPt -6.62384657875 0.0
CoCu2SiS4 -4.9493288475 0.0
CaSiNi2 -5.189790225 0.0
BeZnO2 -5.777160295 2.935
ZrI3 -4.2375354075 0.0
BaGe3 -4.31085168875 0.0
EuAu -3.568143325 0.0
KSbS2 -4.11397594875 1.764
MnCu2SnSe4 -4.6339717325 0.0
V2GaC -8.0338713175 0.0
Yb3Ge5 -4.03770028875 0.0
TlInS2 -3.85816740625 0.482
