composition,delta_e
Ag1Hg1O4V1,-1.32531634018084
K1S4Si1Y1,-1.59304059657906
Cd1S4Sc2,-1.72970918657906
Cr5K1Se8,-0.643736874642858
Cr5K1Te8,-0.318467423690474
Ge1K1S4Y1,-1.41939886372192
Ba1Ca1Ga4O8,-2.476840392645
Be2F8Na1Rb3,-3.27641281385004
Fe1K2Na1O3,-1.65725862384316
In2Sr1Te4,-0.736981364047618
Ba1Fe4O8Sr1,-2.09204096647764
Ag1In5Te8,-0.317684059583332
Ag1In5Se8,-0.509802231964286
Ba3Mn1Nb2O9,-2.99331034634138
F11Na1Zn1Zr2,-3.60670664675292
In2Ni1S4,-0.55168690515049
Ag1Ba1P1,-0.815652375486646
Cu2O3Sr1,-1.57049137183504
Ca1Mn2Sb2,-0.18129263751724
K1Mg1Sb1,-0.597223349722223
N1Na1Sn1,-0.223248222682119
Hg1O1,-0.454411862089178
Ni1Se1,-0.29762711
Na1P1Zn1,-0.530542854937195
Na1O1Rb1,-1.2277033205768
F2Mg1,-3.82317370247629
Cr1Sb2,0.0835736716666666
Ca1Cl2,-2.65266061707941
Hg1K1Sb1,-0.354231874988756
As1Mn1Na1,-0.323164518214917
Mn1Na1P1,-0.556668872868228
As1Mn1Rb1,-0.216159286264367
As4Si3,-0.0164521064285706
Mg1Na1Sb1,-0.557016350006106
Se4Ti1Zr1,-1.20497095563104
As4Sn3,-0.078946211507658
O2Pb1,-1.1145642422525
As2K4Zn1,-0.464433837142857
Al2Mg1Se4,-0.962231152738096
Hg1Na4P2,-0.484477966613248
As2Be1K4,-0.418388375714286
Se2Si1,-0.452806228333333
K1Mn1Sb1,-0.147915266264367
Al2Hg1S4,-0.980656140145671
Mo1S2,-1.05515148434224
Hg1K4P2,-0.437771750412306
Pb1Se2,-0.328742008333333
Te4Ti1Zr1,-0.779967086186597
Cu2Ge1Se3,-0.253790520833334
Al2Cd1Se4,-0.820676047142857
Al2Fe1S4,-0.945904069436205
F4K2Mg1,-3.35779908509873
Al1F5Fe1,-3.12083863509365
Ag1Al1O2,-2.17366387856438
Ba2Hf1S4,-2.09000108729335
Ba1F6Si1,-3.79920086372333
Cr3Ga1P4,-0.111265937604968
K4P2Zn1,-0.474911415417125
F4Mg1Rb2,-3.33132157795587
Be1K4P2,-0.453072856845696
As2Hg1K4,-0.440273140709467
F4K2Zn1,-2.84009358521778
Cd1K4P2,-0.427882656845696
Ga2Hg1S4,-0.697401535859957
Al2Mn1Te4,-0.352104043875203
Ag1Al1S2,-0.907936485131678
Cd1S4Zn3,-0.897260670756678
As2Mg1Si1,-0.317039328541668
Ba1F6Ge1,-3.35857623247333
Cr1Ga3P4,-0.354664260104968
Ba1F6Ti1,-3.90125966232161
Cd3O4Sr1,-1.63801499418938
O4Sr2Ti1,-3.2651776481859
Cd1O4Sr3,-2.49585751168938
Al2Hg1Te4,-0.372969118328513
Ag1Al1Se2,-0.626768384375
Mo1O4Sr2,-2.70491190335929
Ge1Mg1P2,-0.437373225521636
Cd3S4Zn1,-0.820107817006678
Te1Zn1,-0.469917279999998
Au1K1Se2,-0.5959789225
As1Rb3,-0.26479132625
K3P1,-0.281204244739985
Sb1Y1,-1.168041905
Al1Cl3,-1.77259726046434
Cu2Ge1Te3,-0.100059400833331
Cd1Te2Zn1,-0.466214090416665
Hg1In2Se4,-0.459104486423753
F4Hg1Rb2,-2.39464095164153
Cd1Na4P2,-0.483450615903781
Al2Se4Zn1,-0.837240048571428
As2Cd1K4,-0.435659177142857
Hg1In2Te4,-0.293393056899942
Ba2O4Zr1,-3.27346114335929
Ba1Be1O4Si1,-3.16599254835929
Ag1In1Se2,-0.434045353125
Cl8Mn3Na2,-1.55726939446428
Cu2Mn3O8,-1.48230559131074
Ba2O4Sn1,-2.57858799005232
Cd1O1,-1.23617653293938
Al2Te4Zn1,-0.462556583333331
Cl1Rb1,-2.13019923280956
Ag1F1,-1.15817396331555
Cd1Cu2Se4Sn1,-0.3917492758564
Al2Cd1S4,-1.13861845086478
F4K2Mn1,-2.85207741718822
Fe1Ga2S4,-0.686241682293347
Cd1Ga2S4,-0.853427419436204
As2Ge1Mg1,-0.274306167291668
Fe1N1,-0.228883157671754
Ba2O4Pb1,-2.20938018335929
Cl1K1,-2.14109800530956
Cd1Ga2Se4,-0.629458202857142
Ga2Hg1Se4,-0.501691379280896
Ba2S4Zr1,-2.05580740800763
S1Sn1,-0.63334445043228
Cd1In2Te4,-0.386951976190475
Cr2Mn1Se4,-0.503432481970442
Cu2Se4Sn1Zn1,-0.4097952696064
Ba1Ni1S2,-1.33714860200668
As2Cd1Sn1,-0.1616586942128
Cr2Ni1S4,-0.736398489436205
Se1Zn1,-0.718694705
In2Te4Zn1,-0.383562497619045
Ag1Al1Te2,-0.362110971041665
As1Sc1,-1.37674096
Na3Sb1,-0.522652109388736
Se1Sn1,-0.482558085925601
As2Si1Zn1,-0.1982120225
In1Rb1Te2,-0.711329880416665
Cd1Ga2Te4,-0.38159796190476
Na3P1,-0.48956155537872
Ge1S1,-0.397069518256679
Rb3Sb1,-0.36476219125
Sb1Sc1,-0.94237063
Al1O2Rb1,-2.72616486293938
Cd1P2Si1,-0.328307954479969
F1Na1,-2.97399618999138
As1Fe1,-0.213368098750001
As2Cd1Si1,-0.1280070675
In1Sb1,-0.1333398475
Ag3As2K3,-0.3741054596875
Ag2Ba1Se4Sn1,-0.7522145039814
Fe1Rb1Se2,-0.66995913
Au1N1,1.57789847232825
Cu2Ge1S4Zn1,-0.596900157631678
Al1Na1Te2,-0.700876596879577
F6Fe1Zr1,-3.32054511184833
Ag1Ga1S2,-0.658105708881678
Ba1Te1,-1.79088726166666
Be1N2Si1,-1.32587962017175
Fe1P1,-0.729207474479969
Cd1P2Sn1,-0.249496637442769
Ag1Na2Sb1,-0.428181199800824
Pb1S1,-0.684794142006679
Ga2Mn1S4,-0.831944789978075
Ba1F6Sn1,-3.35246168895473
Cu2Sn1Te4Zn1,-0.236013395023066
Au1Cu1F5,-1.4778048222365
Sb2Sn1Zn1,-0.0901409267128002
Al1Sb1,-0.1677793025
Ge1P2Zn1,-0.334959555729969
Ag1Ga1O2,-1.44946645106438
As1Cr1,-0.1985178275
As2Sn1Zn1,-0.2166287554628
Hg2Se4Sn1,-0.266785883826248
Ba1Ca3O4,-2.88075980043938
Ca3O4Sr1,-3.09026377668938
Ge1N2Zn1,-0.296268350796753
Ga1Na1Te2,-0.613280241879577
O2Rb1Sc1,-2.86904053918938
Ba1O4Sr3,-2.83523000918938
N2Sr1Ti1,-1.44564342861832
Ca1O4Sr3,-2.97297225293938
Ag2Ba1Ge1S4,-0.918507833256679
Ca3Se4Zn1,-1.46539856
Ge1Hg2Se4,-0.225201920704648
As1K3,-0.3348729075
P3Rb1Zn4,-0.394169908359976
Ba3Ca1O4,-2.68129267793938
Ga1Na1O2,-2.11114537252729
Ca1O5Si1Sn1,-2.78080036140562
P2Sn1Zn1,-0.339629414942769
As2Ge1Zn1,-0.16658347875
Fe1K1Se2,-0.66350519875
K1P3Zn4,-0.399983668984977
As3Cd4Na1,-0.232594461981456
As3Cd4Rb1,-0.253436760625
Cd4K1P3,-0.293064690234976
Ag1O2Y1,-2.47964647981438
Cu1Fe1O2,-1.34340649171469
Cu2Ge1Hg1S4,-0.426856032002462
Ca1Fe1O2,-2.34310671129294
Ag1K2P1,-0.416137810364984
As3Na1Zn4,-0.278529239481456
As3Cd4K1,-0.2580882925
Rb1Te2Y1,-1.39886829666667
Cu2Ge1Hg1Se4,-0.246053344995784
Ag1O2Sc1,-2.49325886856438
P2Si1Zn1,-0.438451336979969
Cr1N1,-0.567263862671753
Ag2Ba1S4Sn1,-0.924133452238079
Cu2Mn1S4Sn1,-0.568035437087216
Cu2Hg1Se4Sn1,-0.285537775227184
Ba3O4Sr1,-2.71314556793938
Ca1Se4Zn3,-0.9189750475
Cu1O2Sr1,-1.95758568961113
Cu2Hg1S4Sn1,-0.444209158483862
Fe1K1S2,-0.900469263256679
Cu2Ge1Se4Zn1,-0.368120770625
Ag1In1S2,-0.584512521381678
Cd1Ge2O5,-1.76205485742422
Al2As3K3,-0.57724878125
Ba1F6Zr1,-4.09482316809833
Fe1O5Ti2,-2.85452904379757
Mn1O5Si2,-2.7532827720757
Cl5K1Sn2,-1.50886147147475
Ba1N2Si1,-1.22987286704675
Ba1Cu2Se4Sn1,-0.7594922258564
Cr1Ga7P8,-0.437111686667468
Ag1Nb1Rb2Se4,-0.9411871046875
F3Fe1,-2.39266427184833
Nb3O10Rb1Sr2,-2.97880466242422
Ba1N2Zr1,-1.34935624767175
Cl1Na1,-2.05010813823539
Au1Cl3,-0.519684745464342
Fe1Na4O3,-1.57168364555714
Ba1Hg1S2,-1.28665596762325
Fe2O5Ti1,-2.25687316687606
F6Pb1Zr1,-3.50611807684833
Be3O4Sr1,-2.97664549106438
Al2O5Ti1,-3.2436964441475
Cu2Ge1Mn1S4,-0.550544769980815
Mo1O5Pb2,-1.89799243117422
Ge1Na2O4Zn1,-1.96253847690229
Au1Na1Se2,-0.535913724587912
Ba3O9Y4,-3.3838832914318
Cu2Ge1Se4Sr1,-0.703990003125
Ge1Mn1N2,-0.152357603620028
Ag2Cd1Ge1S4,-0.492656422631678
Ba1S2Sn1,-1.46107572684448
Ag2Hg1Se4Sn1,-0.255386127727184
Al1K1O2,-2.77575596356438
Ba2Ca2Cu3Hg1O8,-1.89088586544108
Cd1Cu2Ge1Se4,-0.352669441875
Mn1N2Si1,-0.737249559870028
Cd1Cu2Ge1S4,-0.556740876381678
Cr1O5Pb2,-1.61677535045663
Cu1Fe1Se2,-0.144017444375001
Ag1Cd2Ga1S4,-0.724818411694178
Al1Na1O2,-2.82694112502729
Ag2O4Si1Zn1,-1.62963725356438
As3Rb1Zn4,-0.297438480625
Ge1Se1,-0.22288659125
Ag2Ge1O4Zn1,-1.21838570356438
Ag1K2Nb1S4,-1.14773367231918
N2Si1Sr1,-1.28286728767175
Ba1Nb2O11V2,-2.75492633782722
Ag2Ge1Pb1S4,-0.451785464506678
Cu2Fe1S4Sn1,-0.493981254113078
Ag3O4V1,-1.19012065266245
F6K1Nb1,-3.35407988247333
Ca1O5Si1Ti1,-3.2821696616475
Ag2K1Nb1Se4,-0.67375173125
Na4O9Si3Sr1,-2.75894697595973
O10Sr4Ti3,-3.3195486382439
Ag4K2S3,-0.58917287078223
Ag2Ge1K2S4,-0.80566871233927
Ca4N4Ti1,-1.24975264279559
Ba3In2P4,-0.906502143982194
K2Mn3S4,-0.91080142693697
F6Na2Sn1,-2.98252955259346
K4O4Pb1,-1.46635985539056
K2O4Zn3,-1.58848686427945
F6Hf1K2,-3.69070426719852
Rb2Se5Sn2,-0.759083550966933
Ca1Mn2P2,-0.791570853101215
Al1F5K2,-3.46967210195694
Ag1As1K2,-0.409721704375
Cl3Ga1,-1.36961285921434
Ag1Na1O1,-0.996971207243468
Ga2Se4Zn1,-0.650064558571429
Cu2Fe1Ge1S4,-0.480731035131678
Ag1In1O2,-1.27157076856438
Ag1Fe1S2,-0.309199323881678
Be1O2Zn1,-2.26020370043938
Be1S1,-1.20401284700668
Fe1Te1,-0.0576471441666655
Ga2S4Zn1,-0.897665070864775
Ga2Te4Zn1,-0.381748929047617
Cl2Mg1,-2.10239939680164
Mn2P2Sr1,-0.729602551101215
Ba3O5Si1,-3.08328243715486
Cu1F6Sr2,-3.36460123219852
Cl6K2Sn1,-1.7121848272851
Na4S4Sn1,-1.15738411459014
Nb2O6Sn1,-2.5732296985693
Na4O4Sn1,-1.80825153375253
Ca3Ga2N4,-0.842134708486003
Ba2In2O5,-2.2752060004882
Al2P4Sr3,-1.11293940175997
Ag4O4Si1,-1.16621993039056
Ge1O5Pb3,-1.56691722993264
Rb2S4Zn3,-1.09013406289483
Ge1Na2O5Ti1,-2.46396502943148
Ba1Nb2O6,-3.03274402058584
Ge1Na4O4,-1.94792935743573
K2S5Sn2,-0.941135483752132
Cu2Rb2S4Sn1,-0.806768831433848
Ag2K2Se4Sn1,-0.658993516872356
Na4O4Pb1,-1.54010813965796
In2S5Zn2,-0.762179277785198
Ni3Rb2Se4,-0.640858727777777
K2Ni3S4,-0.851815862894825
Ag2Ge1Rb2S4,-0.800553666228159
F6K2Si1,-3.37244653053185
Cu2Mn1Se4Sn1,-0.346770981330538
Cd1Se1,-0.634622305
Mn1S1,-0.639041198903229
Ge2N3Na1,-0.332225728647027
K1Na1O3Ti1,-2.64542371787903
F7K1Sc2,-4.03157025989177
Cu1K6O8Si2,-2.18528387404218
Ag2O11V4,-1.93966322240028
Na2O5Si1Ti1,-2.84621519443148
K4O4Sn1,-1.72320158948514
Ag2Ba1Hg2O4,-0.984008559827507
In2O5Sr2,-2.34260681215486
Ba3S5Ti1,-2.02789524153923
O6Pb1V2,-2.15849839620464
Ga1In1O5Zn2,-1.83391550937709
O4Rb4Sn1,-1.66249444226291
Ag4Rb2S3,-0.578520801337786
Ba2Cu1F6,-3.3180432310874
O4Rb2Zn3,-1.55401551872389
Na4Se4Sn1,-0.98813796169531
In2P4Sr3,-0.933724131759972
Na4O4Ti1,-2.33868819841199
Mn3Rb2Se4,-0.720789392375478
Al2Ca2O5,-3.27291030882153
Cr3Rb1S5,-0.984300546674087
Al2As4Ca3,-0.846750479444444
K2Se5Sn2,-0.755708260966934
As4Ca3In2,-0.849956253333333
F6K2Mn1,-2.92349460261997
Cu2Na2O11Si4,-2.41301518735493
O1Rb2,-1.04761816195959
As2Cd1Ge1,-0.09829085375
S2Sn1,-0.598676521625972
F3Sc1,-4.26983361059833
Au1K1O2,-0.976409051689377
Cu1Fe1S2,-0.415463362006679
Mg2Na1O10V3,-2.54875725430165
Au2O3,-0.281278574527252
Ag2Se1,-0.076545
Al1Na3P2,-0.657652787579137
Ag2O2Pb1,-0.708088107351502
K1Mn1P1,-0.505173117584345
Ag3Rb1S2,-0.390977035087785
Fe1O3Rb3,-1.5525199137215
Cr1F5Mn1,-2.79088712992123
Cr1O3,-1.46339058047388
O2Rb1Y1,-2.89011127168938
Fe2Ga2S5,-0.599741492785198
Ag1Ga1Te2,-0.291297181041665
Ag2Ba1S2,-0.989110876605343
Ba1F4Mg1,-3.97010821428185
Ag1K2Se4V1,-0.8596688109375
Ag1Rb2Se4V1,-0.8721355653125
Ag1Nb1Rb2S4,-1.16726316669418
Ag5Rb1Se3,-0.311534539166666
Cd1Cl4Rb2,-1.81127776035378
Mn2O7Sr3,-2.50568266963125
Ag2Cu2O3,-0.55382995728718
F1K1,-2.91070010706555
Mg1Te1,-0.88059741125
Ca1In2O4,-2.24442571907357
Sn1Te1,-0.331931855092266
Ag3Sb1,0.0179434593750001
Cr2Mn1S4,-0.854119000692361
Cr1Sb1,0.08562096
Cr2Se4Zn1,-0.590554649285714
Ga2Hg1Te4,-0.29196176547137
Be1Te1,-0.357335816666665
Cd1Sb2Sn1,-0.0727558142128002
Cr2Mg1O4,-2.68565120160003
Cr2Fe1Se4,-0.399117847142857
Al2O11Si4,-3.10364693615684
Ca1F6Sn2,-3.08798369205434
Na4O4Si1,-2.32110982854685
O3Si1Zn1,-2.47215854402725
Cr1Na1O6Si2,-2.80730492053834
Fe1Na1O6Si2,-2.61839939595384
Cl3Fe1K1,-1.43734490937147
Be1K2O2,-2.0016566823515
Cd1Cl3K1,-1.67886007087147
Fe1O3Si1,-2.4923474662101
Ba1Sb2Zn2,-0.5345789385
Nb1O3Rb1,-2.67376356502725
Cd1Cl3Rb1,-1.68526755287147
Fe1O3Y1,-2.7564127092101
Cl3Cu1Rb1,-1.28891599387147
Cl4Si1,-1.5270513494953
Cl6Cr1Na3,-1.78565066562697
Al1Cl8Nb1,-1.6295861049953
Ba1S3Zr1,-1.98264458540801
In1Na5O4,-1.63352474227733
Ba1Ge1O3,-2.52486191602725
Ba1Cu1F7Fe1,-2.75560907439177
Cr1Ga1Se3,-0.576990737
F3Na1Ni1,-2.37930654164899
Cd1F3Rb1,-2.68020514747866
K1O2Y1,-2.95823852543938
Ag1As1Sr1,-0.7984030575
Ba2Si1Te4,-1.06144133333333
Ag1O1Rb1,-0.916638826959585
Ba2F10Mg3,-3.94176097725407
Ba1Hf1N2,-1.44625581267175
Ca2Ga2O5,-2.62326660826597
Ag1Cd1Sb1,-0.00546685750000009
Ag1K1Se1,-0.677011529166667
Ag1P1Sr1,-0.845538068819979
Cr4Cu1Fe1S8,-0.758205188721919
Fe1In2S4,-0.621960861579061
Fe1Sb1,0.00924408999999926
F1Rb1,-2.85738165456555
Be1Se1,-0.798595155
Ba1F2,-4.13438626275407
Al1F4Rb1,-3.6090215360874
Sr1Te1,-1.74666663666667
Ag1Ga1Se2,-0.462502573125
Ag2Ba1Ge1Se4,-0.72366542375
Te2Ti1,-0.708329460150975
In1P1,-0.350996339479968
Ag2O1,-0.233780533626251
Be1F2,-3.47820709942074
O7Si2Y2,-3.49155577101375
Ba2Mo1Ni1O6,-2.48429386717102
Ba1F4Ni1,-3.03621818025407
Ba1F4Zn1,-3.3556858185874
F3In1,-2.77754515059833
Ag1In1Te2,-0.297641906041665
Ca1Ge1N2,-0.745583655171753
As2Mg2Sr1,-0.970855465666668
As2Mg2Zn1,-0.312581073666668
Ca1F6Sn1,-3.37291101020473
Ba1Cu3O4,-1.346317559822
Ba1O3Pb1,-1.94251478152725
Ga4O8Ti1,-2.35883051313971
Ag2S1,-0.158366169671119
Ca1Cu1F4,-2.95231043775407
Cr5Rb1Se8,-0.645773388571429
Mg1Mo1N2,-0.985682979963421
Ba3Cr1N3,-0.825522404432931
Ca1Cr1F5,-3.48230875366508
Ba1Cd1S2,-1.49142594513168
O2Sr1Zn1,-2.29736523356438
Cu6O8Pb1,-0.806930332476801
Cl6Fe1Hf1,-1.68094233921434
Cl6Fe1Zr1,-1.63701762733934
Ag1K2S4V1,-1.08747415231918
Ba4S10Zr3,-2.00035056530197
Al1Na1O6Si2,-3.00720999461242
As2Ba1Zn2,-0.6785763805
O3Pb1Sn1,-1.57899680939749
O3Pb1Sr1,-1.99010608502725
Cl3Cu1K1,-1.29075655287147
Cd1K2O2,-1.3198791443515
Ba1Ge2P2,-0.604505549083975
As2Ba1Ge2,-0.505338566
Al1O3Sc1,-3.50712719952725
As2Ba2Ge1,-0.8944032165
Na1O3V1,-2.3613082142545
O2Pb1Rb2,-1.3870827343515
Ca1O3Ti1,-3.3657053307845
Ba2Ge1P2,-0.950853309583975
K1Na1O2Zn1,-1.54974472152183
Ca1O3Zr1,-3.51553396102725
Ge1S3Sn1,-0.572848092778255
O3Sn1Sr1,-2.49205850639749
K1Mn1Na1O2,-1.67538164646421
Cd1O2Rb2,-1.2557004733515
Ca1Cu3Mn4O12,-1.66167638622268
Ag4K2Se3,-0.53127898
Na2Se1,-1.14700273723443
F6Mn1Rb2,-2.92270831539775
O3Sn1Zn1,-1.79416145289749
Se2Zr1,-1.33447572
Cd1Cl2,-1.33049831041275
Cu1In2O4,-1.291688907886
Mg1P2Si1,-0.550971051771636
Fe1S1,-0.657075677006678
Mn3N2,-0.271829626413263
O2Si1,-3.0735559472525
F6Fe1Na1Rb2,-2.87250504856383
Cr1F6K1Rb2,-3.04676766597866
As2Ca1Cu2,-0.488444298
Cd1O6V2,-2.12886989509353
Ba2Ca1Mo1O6,-2.90235771052725
Ca1F6Ti1,-3.90229454607161
As2Be2Mg1,-0.325520691833334
Si1Te2,0.0526152361111129
As1Fe1Na1,-0.327725048617217
Ca1Na1O4V1,-2.73034827352161
Cd1Na1O4V1,-2.08170295995018
Al1Ca1F5,-4.01463828295079
Cr1N3Sr3,-0.907159887290074
Ba3Nb2O9Zn1,-2.90630541619392
As2Ca1Mn2,-0.48338339551724
Ag3K1Te2,-0.0538119940277767
Ba1Mn1S2,-1.48158493170495
Cu1F11Na1Zr2,-3.40588386475292
Ag1Rb2S4V1,-1.10003985044418
Ba3Ni1O4,-2.30384157186909
F6K2Zr1,-3.61643250942074
K1O3V1,-2.36981969158417
O3Rb1V1,-2.36851398958418
S3Sc1Y1,-2.16388416740801
O2Rb2Sn1,-1.55489278272174
Ge2Na1O6Sc1,-2.48321951111242
Cd1Cu3O12Ti4,-2.30728151803756
Ga1Na1O6Si2,-2.70449336611242
Ge2In1K1O6,-1.96003401652725
F3Na1Zn1,-2.76403043714899
In1Na1O6Si2,-2.64842924111242
Ca2Nb3O10Rb1,-2.94156880492422
Hf1S3Sn1,-1.32543073827825
Hf1Pb1S3,-1.33256904940801
K2O2Pb1,-1.4381038403515
Cr2S3,-0.852631277908014
F3Fe1Rb1,-2.53288441547866
F3Pb1Rb1,-2.72234406547866
Na4O3Sn1,-1.62594195286176
Al2Se4Sr1,-1.27495487071429
Ba2Se4Si1,-1.46049310857143
Mo1Se2,-0.671560469999999
Cu3O5Sr2,-1.72025766444548
Cu1F6Mo1,-2.37787040059833
Ba1Mo1O4,-2.7889526297525
Ca1Mn1Sb2,-0.416558634698275
Cr2Cu1S4,-0.792219830864775
Cr2Hg1S4,-0.712961339431385
Cr2Hg1Se4,-0.441196570709467
Hg1K2S2,-0.946647830598596
Na1O6Sc1Si2,-3.16618579511242
F7Mn1Rb1Zr1,-3.44775870527108
Al1O3Y1,-3.55769735102725
K1Na1O6V2,-2.37913298216934
Ag1O3V1,-1.70712437758418
Cr1Mo1O7V1,-2.31729856206952
Cl6Na3Sc1,-2.18807509562697
Cd1F3K1,-2.68794103297866
Ag2Ba1Te2,-0.790499971333332
In1Na5S4,-1.19596505953117
Ca1Mo1O3,-2.58944856402725
Al1Rb6Sb3,-0.4025647245
Cl4Sn1,-1.23237071886554
Cr1Hg1O6Pb2,-1.39904303794981
Pb1S3Sn1,-0.627902653278255
Cl3Hg1Na1,-1.26965778253506
Cu1F3Na1,-2.27440392664899
Ca1Ni1O6Si2,-2.82347078967102
Mn1Ni1O6Y2,-2.74634308789221
S3Sc2,-2.09171797240801
Cu3O12Pb1Sn4,-1.38446499765054
K4O12Zr5,-3.11358248574024
Na2O13Ti6,-3.09432786337356
Fe2K2Nb4O13,-2.55450102967868
O7Ti2Y2,-3.5436483830658
Cl6Fe1K3Na1,-1.80689245132422
Cd1Cl6K1Rb3,-1.94642899261043
Al1F7Na2Ni1,-3.05769640369282
O7Si2Sr1Ti1,-3.1942103118125
Ag1Fe1O7V2,-1.90318411296679
Cl8Cu1Ga2,-1.18642101045027
Ba3Ga2S6,-1.6769468730982
F7Fe1Na2Ni1,-2.54783333960191
Ag2In2Se6Si1,-0.431931440909091
Ca1Se1,-2.04362863
Fe2In2Se5,-0.264237777222222
Mo2O7Y2,-2.83627642555921
Al2Cl8Cu1,-1.480859747723
Al1As4Ca3Na3,-0.902911774323176
As4Ga1Na3Sr3,-0.861130382504995
F7Rb3Si1,-3.28480939399252
Au2Ba1F8,-2.14089828982262
Au2F8Zn1,-1.6272625416408
Au2F8Hg1,-1.40765233163774
Hg4Se6Si1,-0.241646091805915
Ag2Ge1In2Se6,-0.375028873636363
Ba5Hf4S13,-2.02754860737153
Mn1Na6O4,-1.55955910462152
Ga1Na3P4Sr3,-0.906422048944972
Cd1K6Te4,-0.978939738030302
Cl8Ga2Ni1,-1.22015967454118
O14Rb3V5,-2.37199683039662
Na2O6Si2Zn1,-2.5851667169978
Cr2K2O7,-1.89045143587907
F7K3Si1,-3.29249293853798
Cr1F7Na2Ni1,-2.71988676232919
Cr2Na2O7,-1.83150244876119
Hg4S6Si1,-0.404027849449566
F6Mg1Pb1,-2.80272098799416
In2Rb4S5,-1.14804410091516
Al2Cl8Sr1,-2.08220964545027
Cd1K6O4,-1.25935978122864
Na6S4Zn1,-1.21504810601485
K6Mn1Se4,-1.05687575443574
Cd1Cl6Rb4,-1.93993999488316
Ba3Na1Nb1O6,-2.83873500737493
K3O14V5,-2.3660110847148
Mn2O7Y2,-2.76928183187046
Hg2Mo2O7,-1.69757683328035
Cd2Nb2O7,-2.2925366964683
Cu3F7Na1,-1.97664642997904
Cr1K1O7V2,-2.37419192417998
Na5Nb1O5,-2.16739493169564
Ni1O6Pb1Sr3,-2.23135737879184
Hf2O7Y2,-3.82243474328648
Mn1P1Rb1,-0.474255024251013
Au1O2Rb1,-0.991346419189377
Ca1Fe3O12Ti4,-2.76714851254664
Ca1O6Si2Zn1,-2.87065150352725
Mn1O3Sr1,-2.40885371196963
Hf1O3Sr1,-3.65298569752725
Nb1O6Sr2Y1,-3.30986734952725
Ag2Hg1O2,-0.335274426844756
Cl4Ti1,-1.84326071275255
Ag1Cu1F3,-1.53392599697866
Cd1F7Rb1Zr1,-3.39055851239177
Na2O2Zn1,-1.59114182769216
Fe1Ge2Na1O6,-1.93531562545384
Ba1S3Sn1,-1.28913944127826
Ge1Pb1S3,-0.609599395408014
F3Mn1Na1,-2.77843462240761
F6Fe1Na3,-2.82847927673416
Sc2Te3,-1.227550053
F3Fe1Na1,-2.44583956864899
Ca1S3Zr1,-1.91320962340801
F6K1Rb2Y1,-3.55078206347866
F6Na3Sc1,-3.51971144523416
N2Ni1Sr2,-0.608049057637402
F14Sr4Zn3,-3.48498618799217
O13Rb2Ti6,-3.10231401948292
Ca2In1Nb1O6,-2.84398939702725
O7Pb1Ti3,-2.92234031795546
Cd4S6Si1,-0.804012098098195
O7V2Zn2,-2.10143330015641
Ca2O7V2,-2.85627128379277
K2Mo2O7,-2.30602718737739
Nb2O7Sr2,-3.12260843601375
Cd4Ge1S6,-0.703380875825467
In1K1Te2,-0.708730260416665
Al1F7Na2Zn1,-3.22633824687464
Cr2O7Rb2,-1.89252397087907
K6Mn1Te4,-0.924381283375129
F7Rb3Ti1,-3.35290925888218
Al2Ge2O7,-2.52572641555921
Au2Cd1F8,-1.62474544891353
Cd4Ge1Se6,-0.516197930909091
Fe2O5Rb4,-1.62450419920202
Ag2In2S6Si1,-0.656685954007286
F7Ga1Na2Ni1,-2.72692497596555
Ba1Cu1O6Si2,-2.67494231119595
S3Sn1Zr1,-1.29151997077825
F6K1Rb2Sc1,-3.54618441047866
Se3Sr1Zr1,-1.604105423
Cr1O3Sc1,-3.1080672323791
Mn1Mo1O6Sr2,-2.69473623624844
Cr1O3Y1,-3.1754768168791
Cu3O12Sn4Sr1,-1.67094395665054
Ga1O6Y3,-3.39729799752725
Ca1Cu3O12Sn4,-1.66868831165054
Ca2Cd1Sb2,-0.808589981
In1Nb1O6Sr2,-2.82383022852725
Cl4Ge1,-1.2061986399953
Na1Nb1O3,-2.69195073669758
Cr1Ge2Na1O6,-2.12149920453834
Ca1Fe1O6Si2,-2.88776666586868
Cl3K1Mn1,-1.67478861813009
F13Na5Zr2,-3.57125770014813
Ca1F3K1,-3.71309830597866
Cd1Ge1O3,-1.69808369102725
Cl6In1Na3,-1.79827431962697
S3Sr1Zr1,-1.95527716440801
Ca1Mn1O6Si2,-2.98944350224844
O3Sr1Zr1,-3.49939103802725
Ca1Mo1O6Sr2,-2.92252310852725
F6K3Y1,-3.55743552897866
Ca1O3Pb1,-2.01465446852725
K2O13Ti6,-3.11886823710197
Hf5K4O12,-3.26125868169262
Na4O12Ti5,-2.930234374423
Cu3Ge4Na2O12,-1.60892648034806
Al1Ca1F14Mg3Na3,-3.69252154490411
Na6O4Zn1,-1.51697233487499
Cd1Cl6K4,-1.93461640442861
Ba1Na2O6Si2,-2.87515382108871
Ag2Cr2O7,-1.24842935542453
Hg1K6S4,-1.07658655145634
Hg2Nb2O7,-1.97431324555307
O7Sn2Y2,-2.85638697135034
Al2Ba1Cl8,-2.11160148908664
Al2Cd1Cl8,-1.66859078545027
Mn1Na6S4,-1.18512630635967
Mn1Na6Se4,-1.04869294671845
Ag2Mo2O7,-1.66404151555921
Mn1Na6Te4,-0.866597592930574
Fe1Na6Se4,-0.956073305464535
Fe1Na6S4,-1.09425846965121
K6Mn1S4,-1.15575158316787
